Plant Id,"Combined Heat And
Power Plant",Nuclear Unit Id,Plant Name,Operator Name,Operator Id,Plant State,Census Region,NERC Region,Reserved,NAICS Code,EIA Sector Number,Sector Name,"Reported
Prime Mover","Reported
Fuel Type Code","AER
Fuel Type Code","Balancing
Authority Code","Respondent
Frequency","Physical
Unit Label","Quantity
January","Quantity
February","Quantity
March","Quantity
April","Quantity
May","Quantity
June","Quantity
July","Quantity
August","Quantity
September","Quantity
October","Quantity
November","Quantity
December","Elec_Quantity
January","Elec_Quantity
February","Elec_Quantity
March","Elec_Quantity
April","Elec_Quantity
May","Elec_Quantity
June","Elec_Quantity
July","Elec_Quantity
August","Elec_Quantity
September","Elec_Quantity
October","Elec_Quantity
November","Elec_Quantity
December","MMBtuPer_Unit
January","MMBtuPer_Unit
February","MMBtuPer_Unit
March","MMBtuPer_Unit
April","MMBtuPer_Unit
May","MMBtuPer_Unit
June","MMBtuPer_Unit
July","MMBtuPer_Unit
August","MMBtuPer_Unit
September","MMBtuPer_Unit
October","MMBtuPer_Unit
November","MMBtuPer_Unit
December","Tot_MMBtu
January","Tot_MMBtu
February","Tot_MMBtu
March","Tot_MMBtu
April","Tot_MMBtu
May","Tot_MMBtu
June","Tot_MMBtu
July","Tot_MMBtu
August","Tot_MMBtu
September","Tot_MMBtu
October","Tot_MMBtu
November","Tot_MMBtu
December","Elec_MMBtu
January","Elec_MMBtu
February","Elec_MMBtu
March","Elec_MMBtu
April","Elec_MMBtu
May","Elec_MMBtu
June","Elec_MMBtu
July","Elec_MMBtu
August","Elec_MMBtu
September","Elec_MMBtu
October","Elec_MMBtu
November","Elec_MMBtu
December","Netgen
January","Netgen
February","Netgen
March","Netgen
April","Netgen
May","Netgen
June","Netgen
July","Netgen
August","Netgen
September","Netgen
October","Netgen
November","Netgen
December","Total Fuel Consumption
Quantity","Electric Fuel Consumption
Quantity","Total Fuel Consumption
MMBtu","Elec Fuel Consumption
MMBtu","Net Generation
(Megawatthours)",YEAR
56961,N,.,Notrees Windpower Hybrid,Duke Energy DEGS Notrees,56272,TX,WSC,TRE,,22,2,NAICS-22 Non-Cogen,BA,MWH,OTH,ERCO,M,megawatthours,898,625,1379,559,868,583,561,842,1004,1347,1447,1383,898,625,1379,559,868,583,561,842,1004,1347,1447,1383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-209,-148,-238,-136,-203,-182,-181,-167,-172,-214,-212,-225,11496,11496,0,0,-2287.0,2021
56961,N,.,Notrees Windpower Hybrid,Duke Energy DEGS Notrees,56272,TX,WSC,TRE,,22,2,NAICS-22 Non-Cogen,WT,WND,WND,ERCO,M,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274474,131935,300440,237161,344279,246129,211221,245058,248693,183239,185202,188731,274474,131935,300440,237161,344279,246129,211221,245058,248693,183239,185202,188731,31035,14918,33971,26816,38928,27830,23883,27709,28120,20719,20941,21340,0,0,2796562,2796562,316210.0,2021
56981,N,.,Pyron Wind Farm LLC Hybrid,RWE Renewables Americas LLC,56215,TX,WSC,TRE,,22,2,NAICS-22 Non-Cogen,WT,WND,WND,ERCO,M,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562814,331898,803009,567696,562929,418878,246792,387747,333923,499668,543190,533780,562814,331898,803009,567696,562929,418878,246792,387747,333923,499668,543190,533780,63638,37528,90797,64190,63651,47363,27905,43843,37757,56498,61419,60355,0,0,5792324,5792324,654944.0,2021
56981,N,.,Pyron Wind Farm LLC Hybrid,RWE Renewables Americas LLC,56215,TX,WSC,TRE,,22,2,NAICS-22 Non-Cogen,BA,MWH,OTH,ERCO,M,megawatthours,526,412,670,663,669,504,457,456,473,505,413,524,526,412,670,663,669,504,457,456,473,505,413,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-152,-98,-110,-92,-97,-110,-77,-67,-94,1,-95,6272,6272,0,0,-1090.0,2021
56984,N,.,Inadale Wind Farm LLC Hybrid,RWE Renewables Americas LLC,56215,TX,WSC,TRE,,22,2,NAICS-22 Non-Cogen,BA,MWH,OTH,ERCO,A,megawatthours,507,313,340,521,542,513,380,480,484,560,319,597,507,313,340,521,542,513,380,480,484,560,319,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-145.483,-90.015,-97.777,-149.802,-155.778,-147.236,-109.164,-137.958,-138.901,-160.818,-91.503,-171.565,5556,5556,0,0,-1596.0,2021
56984,N,.,Inadale Wind Farm LLC Hybrid,RWE Renewables Americas LLC,56215,TX,WSC,TRE,,22,2,NAICS-22 Non-Cogen,WT,WND,WND,ERCO,A,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337863,268756,461074,399951,401578,301508,230996,302174,286503,356817,348287,395569,337863,268756,461074,399951,401578,301508,230996,302174,286503,356817,348287,395569,38202.507,30388.493,52134.058,45222.852,45406.859,34091.832,26118.895,34167.132,32395.135,40345.671,39381.147,44727.419,0,0,4091076,4091076,462582.0,2021
57045,N,.,Rolling Thunder Wind Farm Hybrid,AE Power Services LLC,55963,SD,WNC,MRO,,22,2,NAICS-22 Non-Cogen,BA,MWH,OTH,SWPP,A,megawatthours,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2021
57045,N,.,Rolling Thunder Wind Farm Hybrid,AE Power Services LLC,55963,SD,WNC,MRO,,22,2,NAICS-22 Non-Cogen,WT,WND,WND,SWPP,A,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65873,49288,79160,79557,64953,56011,52417,68032,63476,68137,71253,71135,65873,49288,79160,79557,64953,56011,52417,68032,63476,68137,71253,71135,7448.372,5573.002,8950.748,8995.553,7344.257,6333.262,5926.811,7692.438,7177.322,7704.292,8056.62,8043.323,0,0,789292,789292,89246.0,2021
57082,N,.,Kaheawa Wind Power II LLC,"Evergreen Wind, LLC",59155,HI,PACN,,,22,2,NAICS-22 Non-Cogen,WT,WND,WND,,M,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30883,29583,35871,48642,28867,50216,32051,76792,70779,38914,30326,41726,30883,29583,35871,48642,28867,50216,32051,76792,70779,38914,30326,41726,3492,3345,4056,5500,3264,5678,3624,8683,8003,4400,3429,4718,0,0,514650,514650,58192.0,2021
57082,N,.,Kaheawa Wind Power II LLC,"Evergreen Wind, LLC",59155,HI,PACN,,,22,2,NAICS-22 Non-Cogen,BA,MWH,OTH,,M,megawatthours,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2021
57087,N,.,Kahuku Wind Power LLC,"Evergreen Wind, LLC",59155,HI,PACN,,,22,2,NAICS-22 Non-Cogen,WT,WND,WND,,M,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39029,30680,30211,11612,21164,26311,20775,23905,34297,51844,25710,75413,39029,30680,30211,11612,21164,26311,20775,23905,34297,51844,25710,75413,4413,3469,3416,1313,2393,2975,2349,2703,3878,5862,2907,8527,0,0,390951,390951,44205.0,2021
57087,N,.,Kahuku Wind Power LLC,"Evergreen Wind, LLC",59155,HI,PACN,,,22,2,NAICS-22 Non-Cogen,BA,MWH,OTH,,M,megawatthours,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2021
57296,N,.,Carleton College,Carleton College,56654,MN,WNC,MRO,,611,4,Commercial NAICS Non-Cogen,WT,WND,WND,MISO,A,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4720,3742,5805,6251,5164,4001,3245,4349,4824,4921,6348,6796,4720,3742,5805,6251,5164,4001,3245,4349,4824,4921,6348,6796,533.69,423.146,656.353,706.83,583.846,452.444,366.923,491.716,545.508,556.371,717.797,768.376,0,0,60166,60166,6803.0,2021
57296,N,.,Carleton College,Carleton College,56654,MN,WNC,MRO,,611,4,Commercial NAICS Non-Cogen,IC,DFO,DFO,MISO,A,barrels,8,6,2,14,3,13,4,4,3,8,6,10,8,6,2,14,3,13,4,4,3,8,6,10,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,46,35,12,81,17,75,23,23,17,46,35,58,46,35,12,81,17,75,23,23,17,46,35,58,4.922,4.285,1.417,10.026,2.239,9.467,2.967,2.704,2.392,5.315,4.516,6.75,81,81,468,468,57.0,2021
57296,N,.,Carleton College,Carleton College,56654,MN,WNC,MRO,,611,4,Commercial NAICS Non-Cogen,IC,NG,NG,MISO,A,mcf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2021
57325,N,.,FPL Energy Illinois Wind LLC Hybrid,FPL Energy Illinois Wind LLC,56678,IL,ENC,RFC,,22,2,NAICS-22 Non-Cogen,BA,MWH,OTH,PJM,M,megawatthours,2939,2537,3045,2660,3373,3310,722,0,3498,2040,3122,2843,2939,2537,3045,2660,3373,3310,722,0,3498,2040,3122,2843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-380,-334,-404,-343,-449,-463,-109,0,-777,-189,-386,-240,30089,30089,0,0,-4074.0,2021
57325,N,.,FPL Energy Illinois Wind LLC Hybrid,FPL Energy Illinois Wind LLC,56678,IL,ENC,RFC,,22,2,NAICS-22 Non-Cogen,WT,WND,WND,PJM,M,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541801,626244,744833,549150,508150,345517,255671,239867,446896,424892,675744,620583,541801,626244,744833,549150,508150,345517,255671,239867,446896,424892,675744,620583,61262,70810,84219,62093,57457,39068,28909,27122,50531,48043,76407,70170,0,0,5979348,5979348,676091.0,2021
57447,N,.,Laurel Mountain Hybrid,AES Wind Generation Inc,19740,WV,SAT,RFC,,22,2,NAICS-22 Non-Cogen,BA,MWH,OTH,PJM,M,megawatthours,1175,1085,1029,1153,1216,1226,985,1168,721,425,1267,1251,1175,1085,1029,1153,1216,1226,985,1168,721,425,1267,1251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-345,-316,-196,-336,-356,-379,-339,-373,-313,-299,-338,-342,12701,12701,0,0,-3932.0,2021
57447,N,.,Laurel Mountain Hybrid,AES Wind Generation Inc,19740,WV,SAT,RFC,,22,2,NAICS-22 Non-Cogen,WT,WND,WND,PJM,M,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181426,144599,250002,165931,94958,85468,45706,38348,100954,140001,160669,234693,181426,144599,250002,165931,94958,85468,45706,38348,100954,140001,160669,234693,20514,16350,28268,18762,10737,9664,5168,4336,11415,15830,18167,26537,0,0,1642755,1642755,185748.0,2021
57775,N,.,Kingman 1,Brookfield Renewable Trading and Marketing LP,63235,AZ,MTN,WECC,,22,2,NAICS-22 Non-Cogen,PV,SUN,SUN,AZPS,M,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,619,778,955,884,212,0,0,230,584,486,371,442,619,778,955,884,212,0,0,230,584,486,371,50,70,88,108,100,24,0,0,26,66,55,42,0,0,5561,5561,629.0,2021
57775,N,.,Kingman 1,Brookfield Renewable Trading and Marketing LP,63235,AZ,MTN,WECC,,22,2,NAICS-22 Non-Cogen,WT,WND,WND,AZPS,M,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31653,18634,17334,17405,15344,13266,7447,12620,7394,7809,13337,20863,31653,18634,17334,17405,15344,13266,7447,12620,7394,7809,13337,20863,3579,2107,1960,1968,1735,1500,842,1427,836,883,1508,2359,0,0,183106,183106,20704.0,2021
57996,N,.,Auwahi Wind Energy Hybrid,Auwahi Wind Energy LLC,57372,HI,PACN,,,22,2,NAICS-22 Non-Cogen,BA,MWH,OTH,,A,megawatthours,122,105,119,112,115,115,118,117,111,112,111,121,122,105,119,112,115,115,118,117,111,112,111,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.715,-14.529,-16.388,-15.384,-15.909,-15.858,-16.32,-16.116,-15.318,-15.459,-15.346,-16.658,1378,1378,0,0,-190.0,2021
57996,N,.,Auwahi Wind Energy Hybrid,Auwahi Wind Energy LLC,57372,HI,PACN,,,22,2,NAICS-22 Non-Cogen,WT,WND,WND,,A,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74714,56877,70882,56294,66491,68703,80931,81996,84014,84855,48216,88600,74714,56877,70882,56294,66491,68703,80931,81996,84014,84855,48216,88600,8447.978,6431.111,8014.709,6365.25,7518.164,7768.333,9150.899,9271.414,9499.514,9594.685,5451.816,10018.127,0,0,862573,862573,97532.0,2021
58833,N,.,Red Horse 2,Red Horse 2,59146,AZ,MTN,WECC,,22,2,NAICS-22 Non-Cogen,PV,SUN,SUN,TEPC,M,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84602,98593,106827,107534,158573,143821,119129,121349,111001,113716,88564,68612,84602,98593,106827,107534,158573,143821,119129,121349,111001,113716,88564,68612,9566,11148,12079,12159,17930,16262,13470,13721,12551,12858,10014,7758,0,0,1322321,1322321,149516.0,2021
58833,N,.,Red Horse 2,Red Horse 2,59146,AZ,MTN,WECC,,22,2,NAICS-22 Non-Cogen,WT,WND,WND,TEPC,M,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58282,55461,71221,45494,49924,58079,31352,24268,21836,52480,49597,42885,58282,55461,71221,45494,49924,58079,31352,24268,21836,52480,49597,42885,6590,6271,8053,5144,5645,6567,3545,2744,2469,5934,5608,4849,0,0,560879,560879,63419.0,2021
59296,N,.,Northwest Ohio Wind,"Northwest Ohio Wind, LLC",59098,OH,ENC,RFC,,22,2,NAICS-22 Non-Cogen,BA,MWH,OTH,PJM,M,megawatthours,.,.,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2021
59296,N,.,Northwest Ohio Wind,"Northwest Ohio Wind, LLC",59098,OH,ENC,RFC,,22,2,NAICS-22 Non-Cogen,WT,WND,WND,PJM,M,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219172,250745,260297,205711,184424,187687,115343,78667,198176,143547,164516,294063,219172,250745,260297,205711,184424,187687,115343,78667,198176,143547,164516,294063,24782,28352,29432,23260,20853,21222,13042,8895,22408,16231,18602,33250,0,0,2302348,2302348,260329.0,2021
59448,Y,.,Waxdale,"S.C. Johnson & Son, Inc.",59216,WI,ENC,RFC,,325,7,Industrial NAICS Cogen,GT,NG,NG,MISO,M,mcf,27263,26600,28767,28898,23075,25453,27583,24144,20510,29366,26410,9948,9630,9484,10313,10317,8133,9149,10984,9539,8229,11882,9718,3150,1,1,1,1,1,1,1,1,1,1,1,1,27263,26600,28767,28898,23075,25453,27583,24144,20510,29366,26410,9948,9630,9484,10313,10317,8133,9149,10984,9539,8229,11882,9718,3150,1746.108,1719.888,1869.958,1871.273,1475.042,1659.071,1992.103,1730,1492,2154,1762.743,571.167,298017,110528,298017,110528,20043.353,2021
59448,Y,.,Waxdale,"S.C. Johnson & Son, Inc.",59216,WI,ENC,RFC,,325,7,Industrial NAICS Cogen,WT,WND,WND,MISO,M,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5457,6138,8251,4749,4776,2839,3007,2414,4148,5227,6969,6792,5457,6138,8251,4749,4776,2839,3007,2414,4148,5227,6969,6792,617,694,933,537,540,321,340,273,469,591,788,768,0,0,60767,60767,6871.0,2021
59448,Y,.,Waxdale,"S.C. Johnson & Son, Inc.",59216,WI,ENC,RFC,,325,7,Industrial NAICS Cogen,GT,LFG,MLG,MISO,M,mcf,58738,51970,51896,56306,47868,40227,643,0,0,0,23947,47329,20749,18529,18604,20102,16871,14458,256,0,0,0,8811,14989,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0,0,0,0.45,0.45,26432,23387,23353,25338,21541,18102,289,0,0,0,10776,21298,9337,8338,8372,9046,7592,6506,115,0,0,0,3965,6745,1692.892,1512.112,1518.042,1640.727,1376.958,1179.929,20.897,0,0,0,719.257,1222.833,378924,133369,170516,60016,10883.647,2021
59817,N,.,Tooele Army Depot(CSG),Tooele Army Depot,59598,UT,MTN,WECC,,22,2,NAICS-22 Non-Cogen,OT,SUN,SUN,PACE,A,,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0.0,2021
59817,N,.,Tooele Army Depot(CSG),Tooele Army Depot,59598,UT,MTN,WECC,,22,2,NAICS-22 Non-Cogen,PV,SUN,SUN,PACE,A,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,30,37,41,39,34,37,37,24,20,14,18,22,30,37,41,39,34,37,37,24,20,14,2.057,2.484,3.338,4.184,4.659,4.433,3.865,4.194,4.146,2.761,2.243,1.636,0,0,353,353,40.0,2021
59817,N,.,Tooele Army Depot(CSG),Tooele Army Depot,59598,UT,MTN,WECC,,22,2,NAICS-22 Non-Cogen,WT,WND,WND,PACE,A,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3124,2536,3179,2980,2860,2440,2036,2446,2525,2858,3176,3942,3124,2536,3179,2980,2860,2440,2036,2446,2525,2858,3176,3942,353.282,286.783,359.496,336.94,323.404,275.901,230.221,276.547,285.477,323.132,359.142,445.675,0,0,34102,34102,3856.0,2021
59825,N,.,South Louisburg Solar,Cypress Creek Renewables,61060,NC,SAT,SERC,,22,2,NAICS-22 Non-Cogen,WT,WND,WND,CPLE,A,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9564,7474,10327,8802,5662,4304,4347,3017,5775,7261,7808,10023,9564,7474,10327,8802,5662,4304,4347,3017,5775,7261,7808,10023,1081.368,845.087,1167.697,995.238,640.215,486.655,491.477,341.146,653.015,820.976,882.85,1133.276,0,0,84364,84364,9539.0,2021
59825,N,.,South Louisburg Solar,Cypress Creek Renewables,61060,NC,SAT,SERC,,22,2,NAICS-22 Non-Cogen,PV,SUN,SUN,CPLE,A,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2021
61925,N,.,Casa Mesa Wind Energy Center Hybrid,"Casa Mesa Wind, LLC",61531,NM,MTN,WECC,,22,2,NAICS-22 Non-Cogen,BA,MWH,OTH,PNM,M,megawatthours,33,38,28,22,36,31,39,33,21,17,29,16,33,38,28,22,36,31,39,33,21,17,29,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12,-10,-8,-6,-12,-10,-10,-12,-6,-6,-7,-6,343,343,0,0,-105.0,2021
61925,N,.,Casa Mesa Wind Energy Center Hybrid,"Casa Mesa Wind, LLC",61531,NM,MTN,WECC,,22,2,NAICS-22 Non-Cogen,WT,WND,WND,PNM,M,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153673,111885,210779,141681,150622,133580,97664,124718,141663,135764,154027,183027,153673,111885,210779,141681,150622,133580,97664,124718,141663,135764,154027,183027,17376,12651,23833,16020,17031,15104,11043,14102,16018,15351,17416,20695,0,0,1739083,1739083,196640.0,2021
61990,N,.,TAC-Distributed Energy Resource Hybrid,Ameren Illinois,61576,IL,ENC,SERC,,22,1,Electric Utility,WT,WND,WND,MISO,A,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,99,129,106,94,65,41,47,84,92,122,126,93,99,129,106,94,65,41,47,84,92,122,126,10.519,11.173,14.578,11.933,10.583,7.304,4.686,5.328,9.486,10.35,13.821,14.239,0,0,1098,1098,124.0,2021
61990,N,.,TAC-Distributed Energy Resource Hybrid,Ameren Illinois,61576,IL,ENC,SERC,,22,1,Electric Utility,PV,SUN,SUN,MISO,A,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,80,153,182,179,205,188,192,175,110,89,72,55,80,153,182,179,205,188,192,175,110,89,72,6.222,9.08,17.344,20.524,20.267,23.159,21.281,21.665,19.839,12.462,10.026,8.131,0,0,1680,1680,190.0,2021
61990,N,.,TAC-Distributed Energy Resource Hybrid,Ameren Illinois,61576,IL,ENC,SERC,,22,1,Electric Utility,IC,NG,NG,MISO,A,mcf,73,46,56,42,31,66,86,106,59,75,62,62,73,46,56,42,31,66,86,106,59,75,62,62,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,75,47,58,43,32,68,89,109,61,77,64,64,75,47,58,43,32,68,89,109,61,77,64,64,8.592,5.556,6.749,5.051,3.756,7.986,10.379,12.823,7.161,8.972,7.467,7.508,764,764,787,787,92.0,2021
61990,N,.,TAC-Distributed Energy Resource Hybrid,Ameren Illinois,61576,IL,ENC,SERC,,22,1,Electric Utility,BA,MWH,OTH,MISO,A,megawatthours,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12,13,13,0,0,-12.0,2021
62442,N,.,"Lake Region Community Hybrid, LLC","Lake Region Community Hybrid, LLC",61893,MN,WNC,MRO,,22,2,NAICS-22 Non-Cogen,PV,SUN,SUN,MISO,A,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2021
62442,N,.,"Lake Region Community Hybrid, LLC","Lake Region Community Hybrid, LLC",61893,MN,WNC,MRO,,22,2,NAICS-22 Non-Cogen,WT,WND,WND,MISO,A,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5729,4543,7046,7588,6268,4857,3939,5279,5856,5973,7706,8249,5729,4543,7046,7588,6268,4857,3939,5279,5856,5973,7706,8249,647.833,513.647,796.731,858.005,708.716,549.211,445.399,596.883,662.179,675.366,871.317,932.713,0,0,73033,73033,8258.0,2021
62736,Y,.,Harbec Energy,Harbec Energy,62657,NY,MAT,NPCC,,326,7,Industrial NAICS Cogen,WT,WND,WND,NYIS,A,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,376,674,388,325,445,232,238,363,372,437,557,308,376,674,388,325,445,232,238,363,372,437,557,34.848,42.467,76.224,43.875,36.785,50.287,26.177,26.915,41.025,42.04,49.363,62.994,0,0,4715,4715,533.0,2021
62736,Y,.,Harbec Energy,Harbec Energy,62657,NY,MAT,NPCC,,326,7,Industrial NAICS Cogen,GT,NG,NG,NYIS,A,mcf,863,724,714,607,768,1092,1215,1322,899,889,896,888,273,230,227,193,243,346,386,420,285,282,284,282,1.032,1.032,1.032,1.032,1.032,1.032,1.032,1.032,1.032,1.032,1.032,1.032,891,747,737,626,793,1127,1254,1364,928,917,925,916,282,237,234,199,251,357,398,433,294,291,293,291,24.805,20.847,20.554,17.482,22.109,31.418,34.956,38.034,25.867,25.592,25.786,25.55,10877,3451,11225,3560,313.0,2021
63689,N,.,Red Lake Falls Community Hybrid,Consolidated Edison Development Inc.,56769,MN,WNC,MRO,,22,2,NAICS-22 Non-Cogen,PV,SUN,SUN,MISO,A,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5816,8715,14936,13499,17138,21298,19338,17804,15164,10172,6254,3982,5816,8715,14936,13499,17138,21298,19338,17804,15164,10172,6254,3982,657.672,985.382,1688.807,1526.297,1937.783,2408.135,2186.612,2013.141,1714.644,1150.191,707.095,450.241,0,0,154116,154116,17426.0,2021
